ID_Adherent,Entreprise,Secteur,Filière_CFCIM,Région,Taille,CA_Estimé_MDH,Score_Engagement,Score_Calculé,score_events,score_email,score_services,score_digital,score_dynamique,Segment,Nb_Participations_12m,Nb_Services_Distincts,Email_Optin,App_MyCFCIM,Date_Calcul
ADH-0301,Pro Invest,Énergie & Environnement,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),0.7,84,53,100,33,45,40,0,Modéré,5,5,Oui,Non,2026-04-21
ADH-0302,Casa Logistics,IT & Digital,Tech & Services,Rabat-Salé-Kénitra,Grande Entreprise (250+),1248.6,21,25,33,10,9,40,50,À risque,1,1,Oui,Non,2026-04-21
ADH-0303,Neo Digital,Automobile,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),1,75,62,100,33,45,100,0,Actif engagé,3,5,Oui,Oui,2026-04-21
ADH-0304,First Services,Énergie & Environnement,Agrotech,Tanger-Tétouan,TPE (1-10),4,74,53,100,31,45,40,0,Modéré,4,5,Oui,Non,2026-04-21
ADH-0305,Maghreb Export,Agroalimentaire,Tech & Services,Rabat-Salé-Kénitra,PME (11-50),34.2,66,49,100,30,27,40,0,Modéré,8,3,Oui,Non,2026-04-21
ADH-0306,Sahara Capital,Santé & Pharma,Agrotech,Casablanca-Settat,Grande Entreprise (250+),694.2,74,51,67,26,45,100,0,Modéré,2,5,Oui,Oui,2026-04-21
ADH-0307,Global Development,BTP & Immobilier,Art de vivre & Santé,Casablanca-Settat,ETI (51-250),162.4,42,65,100,19,27,100,100,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0308,Rif Logistics,Distribution & Retail,Tech & Services,Souss-Massa,ETI (51-250),194.3,34,12,0,19,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0309,Rif Foods,Agroalimentaire,Agrotech,Casablanca-Settat,TPE (1-10),2.9,76,39,100,0,45,0,0,À risque,3,5,Non,Non,2026-04-21
ADH-0310,Optima Development,Tourisme & Hôtellerie,Tech & Services,Tanger-Tétouan,TPE (1-10),4.3,67,39,67,29,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0311,Nova Solutions,Finance & Assurance,Industrie & Infrastructures,Fès-Meknès,Grande Entreprise (250+),705.6,52,50,100,22,18,40,50,Modéré,4,2,Oui,Non,2026-04-21
ADH-0312,Neo Services,Santé & Pharma,Tech & Services,Casablanca-Settat,TPE (1-10),1.1,83,61,100,29,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0313,Smart Pharma,Santé & Pharma,Industrie & Infrastructures,Souss-Massa,TPE (1-10),3,41,63,100,12,27,100,100,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0314,Prime Agri,BTP & Immobilier,Tech & Services,Casablanca-Settat,PME (11-50),26.8,15,29,33,6,9,40,100,À risque,1,1,Oui,Non,2026-04-21
ADH-0315,Green Pharma,Logistique & Transport,Tech & Services,Fès-Meknès,TPE (1-10),2.4,76,51,67,29,45,100,0,Modéré,2,5,Oui,Oui,2026-04-21
ADH-0316,Atlas Engineering,Conseil & Services,Industrie & Infrastructures,Casablanca-Settat,Grande Entreprise (250+),1213.9,59,47,100,24,27,40,0,Modéré,7,3,Oui,Non,2026-04-21
ADH-0317,Tech Digital,Agroalimentaire,Art de vivre & Santé,Tanger-Tétouan,PME (11-50),39.9,13,16,0,0,9,60,50,Dormant,0,1,Non,Oui,2026-04-21
ADH-0318,Tech Trading,Textile & Mode,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),1577.3,86,53,100,31,45,40,0,Modéré,3,5,Oui,Non,2026-04-21
ADH-0319,Maroc Foods,Éducation & Formation,Agrotech,Rabat-Salé-Kénitra,PME (11-50),14.4,60,37,100,0,36,0,0,À risque,3,4,Non,Non,2026-04-21
ADH-0320,Sahara Agri,Automobile,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),251.4,21,34,67,0,18,0,100,À risque,2,2,Non,Non,2026-04-21
ADH-0321,Optima Finance,Automobile,Industrie & Infrastructures,Tanger-Tétouan,TPE (1-10),1.8,63,46,100,0,36,60,0,Modéré,3,4,Non,Oui,2026-04-21
ADH-0322,Royal Construction,Télécoms,Agrotech,Casablanca-Settat,PME (11-50),10.7,86,61,100,34,36,100,0,Actif engagé,7,4,Oui,Oui,2026-04-21
ADH-0323,Africa Energy,Automobile,Art de vivre & Santé,Casablanca-Settat,PME (11-50),33.3,13,38,33,6,9,100,100,À risque,1,1,Oui,Oui,2026-04-21
ADH-0324,First Logistics,Industrie manufacturière,Tech & Services,Tanger-Tétouan,Grande Entreprise (250+),856.4,76,51,100,29,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0325,Neo Partners,Éducation & Formation,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),2.3,79,52,100,28,45,40,0,Modéré,5,5,Oui,Non,2026-04-21
ADH-0326,Royal Transport,Éducation & Formation,Industrie & Infrastructures,Tanger-Tétouan,TPE (1-10),4.5,66,61,100,22,27,100,50,Actif engagé,5,3,Oui,Oui,2026-04-21
ADH-0327,Vision Foods,BTP & Immobilier,Tech & Services,Tanger-Tétouan,PME (11-50),24.9,55,37,33,27,27,100,0,À risque,1,3,Oui,Oui,2026-04-21
ADH-0328,Vision Tech,Automobile,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),0.9,23,40,33,7,18,100,100,Modéré,1,2,Oui,Oui,2026-04-21
ADH-0329,Vision International,BTP & Immobilier,Art de vivre & Santé,Rabat-Salé-Kénitra,ETI (51-250),231.5,64,61,100,23,27,100,50,Actif engagé,5,3,Oui,Oui,2026-04-21
ADH-0330,Neo Consulting,BTP & Immobilier,Agrotech,Casablanca-Settat,ETI (51-250),83.2,49,4,0,0,18,0,0,Dormant,0,2,Non,Non,2026-04-21
ADH-0331,Atlas Industries,Industrie manufacturière,Art de vivre & Santé,Marrakech-Safi,TPE (1-10),4.9,52,28,33,25,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0332,Maroc Engineering,Textile & Mode,Tech & Services,Casablanca-Settat,TPE (1-10),1,51,67,100,25,27,100,100,Actif engagé,4,3,Oui,Oui,2026-04-21
ADH-0333,Royal Solutions,Santé & Pharma,Cleantech,Casablanca-Settat,Grande Entreprise (250+),1405,24,62,100,13,18,100,100,Actif engagé,2,2,Oui,Oui,2026-04-21
ADH-0334,Vision Import,Automobile,Agrotech,Casablanca-Settat,PME (11-50),24.9,88,61,100,36,36,100,0,Actif engagé,3,4,Oui,Oui,2026-04-21
ADH-0335,Royal Consulting,Tourisme & Hôtellerie,Art de vivre & Santé,Marrakech-Safi,ETI (51-250),290.8,52,65,100,19,27,100,100,Actif engagé,4,3,Oui,Oui,2026-04-21
ADH-0336,Tanger Pharma,Agroalimentaire,Tech & Services,Marrakech-Safi,ETI (51-250),200,83,54,100,34,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0337,Rif Digital,Tourisme & Hôtellerie,Industrie & Infrastructures,Rabat-Salé-Kénitra,TPE (1-10),1.8,17,9,0,4,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0338,Souss Energy,Finance & Assurance,Cleantech,Oriental,TPE (1-10),4.5,21,34,50,4,9,40,100,À risque,1,1,Oui,Non,2026-04-21
ADH-0339,Royal Development,Éducation & Formation,Tech & Services,Oriental,TPE (1-10),2.1,28,59,100,8,9,100,100,Modéré,3,1,Oui,Oui,2026-04-21
ADH-0340,Atlas Transport,Agroalimentaire,Tech & Services,Souss-Massa,TPE (1-10),0.7,58,53,100,27,27,40,50,Modéré,4,3,Oui,Non,2026-04-21
ADH-0341,Neo Development,Agroalimentaire,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),1347.3,64,40,67,27,36,40,0,Modéré,2,4,Oui,Non,2026-04-21
ADH-0342,First Engineering,BTP & Immobilier,Cleantech,Oriental,PME (11-50),10.2,72,59,100,26,36,100,0,Modéré,3,4,Oui,Oui,2026-04-21
ADH-0343,Sahara Energy,Énergie & Environnement,Art de vivre & Santé,Fès-Meknès,PME (11-50),12.5,13,29,0,8,9,100,100,À risque,0,1,Oui,Oui,2026-04-21
ADH-0344,Atlas Capital,Distribution & Retail,Art de vivre & Santé,Casablanca-Settat,PME (11-50),7.9,78,52,100,36,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0345,Maghreb Energy,Éducation & Formation,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),1.2,16,16,0,0,9,60,50,Dormant,0,1,Non,Oui,2026-04-21
ADH-0346,Green Industries,BTP & Immobilier,Tech & Services,Casablanca-Settat,ETI (51-250),111.1,15,9,0,4,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0347,Souss Construction,Télécoms,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),42.2,47,51,100,18,27,40,50,Modéré,3,3,Oui,Non,2026-04-21
ADH-0348,Pro Group,Automobile,Art de vivre & Santé,Casablanca-Settat,PME (11-50),49.2,78,54,100,35,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0349,Euro Tech,Énergie & Environnement,Cleantech,Tanger-Tétouan,TPE (1-10),0.5,74,50,100,29,36,40,0,Modéré,3,4,Oui,Non,2026-04-21
ADH-0350,Optima Engineering,Logistique & Transport,Industrie & Infrastructures,Souss-Massa,TPE (1-10),5,76,46,100,0,36,60,0,Modéré,3,4,Non,Oui,2026-04-21
ADH-0351,Global Industries,IT & Digital,Art de vivre & Santé,Rabat-Salé-Kénitra,Grande Entreprise (250+),1727.3,25,24,0,8,9,100,50,À risque,0,1,Oui,Oui,2026-04-21
ADH-0352,Euro Consulting,IT & Digital,Art de vivre & Santé,Béni Mellal-Khénifra,PME (11-50),27.1,18,23,33,3,9,40,50,À risque,1,1,Oui,Non,2026-04-21
ADH-0353,Maroc Group,Télécoms,Art de vivre & Santé,Rabat-Salé-Kénitra,PME (11-50),23.6,78,62,100,32,45,100,0,Actif engagé,5,5,Oui,Oui,2026-04-21
ADH-0354,Nova Consulting,Santé & Pharma,Tech & Services,Souss-Massa,Grande Entreprise (250+),427.2,70,57,100,27,27,100,0,Modéré,5,3,Oui,Oui,2026-04-21
ADH-0355,Africa Export,Éducation & Formation,Art de vivre & Santé,Rabat-Salé-Kénitra,PME (11-50),25.4,50,34,33,23,18,100,0,À risque,1,2,Oui,Oui,2026-04-21
ADH-0356,Casa International,Logistique & Transport,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),1,71,51,100,29,36,40,0,Modéré,3,4,Oui,Non,2026-04-21
ADH-0357,Maroc International,Distribution & Retail,Agrotech,Casablanca-Settat,TPE (1-10),0.7,68,65,100,31,36,100,50,Actif engagé,5,4,Oui,Oui,2026-04-21
ADH-0358,Méditerranée Development,Santé & Pharma,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),1.7,64,37,67,22,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0359,Atlas Group,Éducation & Formation,Cleantech,Rabat-Salé-Kénitra,PME (11-50),13.9,19,45,50,7,18,100,100,Modéré,1,2,Oui,Oui,2026-04-21
ADH-0360,Prime Services,Agroalimentaire,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),863.6,40,51,67,11,18,100,100,Modéré,2,2,Oui,Oui,2026-04-21
ADH-0361,Global Import,Textile & Mode,Art de vivre & Santé,Casablanca-Settat,PME (11-50),35.7,69,57,100,25,27,100,0,Modéré,3,3,Oui,Oui,2026-04-21
ADH-0362,Sahara Logistics,Conseil & Services,Art de vivre & Santé,Oriental,PME (11-50),6.6,54,28,33,25,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0363,Smart Group,Agroalimentaire,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),1012.7,53,43,100,0,18,60,0,Modéré,5,2,Non,Oui,2026-04-21
ADH-0364,Méditerranée Energy,Santé & Pharma,Industrie & Infrastructures,Oriental,PME (11-50),46.1,26,28,33,13,18,40,50,À risque,1,2,Oui,Non,2026-04-21
ADH-0365,Sahara Industries,Énergie & Environnement,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),4.5,5,28,33,0,9,40,100,À risque,1,1,Oui,Non,2026-04-21
ADH-0366,Sahara Consulting,IT & Digital,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),2.9,47,23,33,15,18,40,0,À risque,1,2,Oui,Non,2026-04-21
ADH-0367,Africa Partners,Télécoms,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),1.3,20,26,33,6,18,40,50,À risque,1,2,Oui,Non,2026-04-21
ADH-0368,Rif Energy,Santé & Pharma,Cleantech,Souss-Massa,Grande Entreprise (250+),364.5,76,36,50,30,36,40,0,À risque,1,4,Oui,Non,2026-04-21
ADH-0369,Souss Industries,Santé & Pharma,Cleantech,Casablanca-Settat,PME (11-50),46.3,66,32,50,23,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0370,Atlas Services,Tourisme & Hôtellerie,Art de vivre & Santé,Marrakech-Safi,TPE (1-10),4,39,14,0,12,27,40,0,Dormant,0,3,Oui,Non,2026-04-21
ADH-0371,Neo Invest,Textile & Mode,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),1.9,15,14,0,5,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0372,Vision Capital,Automobile,Tech & Services,Tanger-Tétouan,PME (11-50),36.2,65,51,100,29,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0373,Sahara Development,Conseil & Services,Industrie & Infrastructures,Souss-Massa,TPE (1-10),1.1,48,34,100,0,18,0,0,À risque,4,2,Non,Non,2026-04-21
ADH-0374,Smart Services,Énergie & Environnement,Industrie & Infrastructures,Souss-Massa,Grande Entreprise (250+),889.6,45,56,67,21,27,100,100,Modéré,2,3,Oui,Oui,2026-04-21
ADH-0375,Franco Foods,BTP & Immobilier,Art de vivre & Santé,Fès-Meknès,ETI (51-250),223.3,60,63,100,24,36,100,50,Actif engagé,4,4,Oui,Oui,2026-04-21
ADH-0376,First Industries,BTP & Immobilier,Tech & Services,Casablanca-Settat,PME (11-50),23.9,91,55,100,39,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0377,Casa Energy,Distribution & Retail,Agrotech,Casablanca-Settat,ETI (51-250),239.6,35,37,67,15,9,40,50,À risque,2,1,Oui,Non,2026-04-21
ADH-0378,Euro Industries,Énergie & Environnement,Tech & Services,Casablanca-Settat,TPE (1-10),0.8,51,49,67,21,18,100,50,Modéré,2,2,Oui,Oui,2026-04-21
ADH-0379,First Solutions,Santé & Pharma,Tech & Services,Casablanca-Settat,ETI (51-250),296.3,83,52,100,29,45,40,0,Modéré,3,5,Oui,Non,2026-04-21
ADH-0380,Optima Construction,Automobile,Tech & Services,Rabat-Salé-Kénitra,PME (11-50),14.2,66,49,100,29,27,40,0,Modéré,4,3,Oui,Non,2026-04-21
ADH-0381,Casa Group,Textile & Mode,Art de vivre & Santé,Casablanca-Settat,ETI (51-250),88.4,20,26,33,7,18,40,50,À risque,1,2,Oui,Non,2026-04-21
ADH-0382,Optima Energy,IT & Digital,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),590.4,58,39,67,23,36,40,0,À risque,2,4,Oui,Non,2026-04-21
ADH-0383,Casa Tech,Distribution & Retail,Art de vivre & Santé,Tanger-Tétouan,ETI (51-250),273.7,76,53,100,33,45,40,0,Modéré,3,5,Oui,Non,2026-04-21
ADH-0384,Souss Logistics,Tourisme & Hôtellerie,Art de vivre & Santé,Marrakech-Safi,ETI (51-250),224.1,93,55,100,41,45,40,0,Modéré,7,5,Oui,Non,2026-04-21
ADH-0385,Pro Energy,Tourisme & Hôtellerie,Tech & Services,Marrakech-Safi,PME (11-50),8.6,64,35,100,0,27,0,0,À risque,4,3,Non,Non,2026-04-21
ADH-0386,Pro Agri,Automobile,Art de vivre & Santé,Casablanca-Settat,Grande Entreprise (250+),1063.4,93,64,100,39,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0387,Royal Group,Textile & Mode,Art de vivre & Santé,Casablanca-Settat,ETI (51-250),100.5,72,37,100,0,36,0,0,À risque,3,4,Non,Non,2026-04-21
ADH-0388,Franco Import,Télécoms,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),147,17,2,0,0,9,0,0,Dormant,0,1,Non,Non,2026-04-21
ADH-0389,Neo Agri,Tourisme & Hôtellerie,Industrie & Infrastructures,Fès-Meknès,ETI (51-250),78.1,18,8,0,2,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0390,Casa Consulting,Tourisme & Hôtellerie,Tech & Services,Casablanca-Settat,TPE (1-10),1.8,40,41,67,18,27,40,50,Modéré,2,3,Oui,Non,2026-04-21
ADH-0391,Africa Pharma,Logistique & Transport,Tech & Services,Béni Mellal-Khénifra,PME (11-50),6.7,20,50,67,4,18,100,100,Modéré,2,2,Oui,Oui,2026-04-21
ADH-0392,Maghreb Import,Logistique & Transport,Industrie & Infrastructures,Tanger-Tétouan,PME (11-50),5.9,68,49,100,24,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0393,Pro Consulting,Éducation & Formation,Art de vivre & Santé,Casablanca-Settat,ETI (51-250),293.6,64,49,100,25,36,40,0,Modéré,4,4,Oui,Non,2026-04-21
ADH-0394,First Construction,Tourisme & Hôtellerie,Tech & Services,Dakhla-Oued Eddahab,PME (11-50),24.9,42,55,100,14,27,40,100,Modéré,4,3,Oui,Non,2026-04-21
ADH-0395,Méditerranée Group,Santé & Pharma,Tech & Services,Oriental,TPE (1-10),1.9,17,10,0,7,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0396,Sahara Trading,Télécoms,Cleantech,Marrakech-Safi,TPE (1-10),1.6,16,16,0,11,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0397,Prime Digital,Textile & Mode,Agrotech,Marrakech-Safi,TPE (1-10),3.6,37,54,100,18,18,40,100,Modéré,3,2,Oui,Non,2026-04-21
ADH-0398,Optima Foods,Automobile,Tech & Services,Casablanca-Settat,PME (11-50),29.8,33,23,33,13,18,40,0,À risque,1,2,Oui,Non,2026-04-21
ADH-0399,Atlas Development,BTP & Immobilier,Industrie & Infrastructures,Souss-Massa,Grande Entreprise (250+),1625.7,81,60,100,29,36,100,0,Actif engagé,5,4,Oui,Oui,2026-04-21
ADH-0400,Global Digital,BTP & Immobilier,Cleantech,Marrakech-Safi,TPE (1-10),3.6,39,43,50,12,27,100,50,Modéré,1,3,Oui,Oui,2026-04-21
ADH-0401,Optima Tech,Industrie manufacturière,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),2.4,47,57,100,23,27,40,100,Modéré,3,3,Oui,Non,2026-04-21
ADH-0402,Tanger Trading,Logistique & Transport,Agrotech,Rabat-Salé-Kénitra,ETI (51-250),256.1,78,48,100,0,45,60,0,Modéré,7,5,Non,Oui,2026-04-21
ADH-0403,Tech Pharma,Tourisme & Hôtellerie,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),3.6,14,14,0,5,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0404,Royal Digital,Distribution & Retail,Cleantech,Rabat-Salé-Kénitra,PME (11-50),41.2,48,25,0,17,27,100,0,À risque,0,3,Oui,Oui,2026-04-21
ADH-0405,Africa Import,BTP & Immobilier,Industrie & Infrastructures,Fès-Meknès,ETI (51-250),254,23,43,67,12,18,40,100,Modéré,2,2,Oui,Non,2026-04-21
ADH-0406,Tech International,Conseil & Services,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),235.2,53,64,100,20,18,100,100,Actif engagé,3,2,Oui,Oui,2026-04-21
ADH-0407,Franco Partners,Conseil & Services,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),1747.1,19,42,67,10,18,40,100,Modéré,2,2,Oui,Non,2026-04-21
ADH-0408,Maroc Energy,Télécoms,Industrie & Infrastructures,Rabat-Salé-Kénitra,Grande Entreprise (250+),1774.7,52,35,100,0,27,0,0,À risque,4,3,Non,Non,2026-04-21
ADH-0409,Global Transport,Télécoms,Agrotech,Tanger-Tétouan,PME (11-50),43.8,65,48,100,25,27,40,0,Modéré,6,3,Oui,Non,2026-04-21
ADH-0410,Vision Group,BTP & Immobilier,Industrie & Infrastructures,Béni Mellal-Khénifra,PME (11-50),39.3,58,44,100,0,27,60,0,Modéré,6,3,Non,Oui,2026-04-21
ADH-0411,Smart Solutions,Automobile,Cleantech,Casablanca-Settat,TPE (1-10),2.4,25,11,0,7,18,40,0,Dormant,0,2,Oui,Non,2026-04-21
ADH-0412,Atlas Pharma,Industrie manufacturière,Industrie & Infrastructures,Tanger-Tétouan,PME (11-50),44.5,89,63,100,35,45,100,0,Actif engagé,7,5,Oui,Oui,2026-04-21
ADH-0413,Nova Tech,Automobile,Art de vivre & Santé,Rabat-Salé-Kénitra,Grande Entreprise (250+),806.9,47,36,67,20,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0414,Franco Energy,Énergie & Environnement,Industrie & Infrastructures,Souss-Massa,ETI (51-250),287,20,27,0,12,18,100,50,À risque,0,2,Oui,Oui,2026-04-21
ADH-0415,Royal Trading,Industrie manufacturière,Art de vivre & Santé,Fès-Meknès,ETI (51-250),92.2,77,54,100,35,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0416,Tech Agri,BTP & Immobilier,Tech & Services,Casablanca-Settat,TPE (1-10),3.4,8,39,33,8,9,100,100,À risque,1,1,Oui,Oui,2026-04-21
ADH-0417,Vision Industries,Conseil & Services,Cleantech,Tanger-Tétouan,ETI (51-250),215.6,51,35,100,0,27,0,0,À risque,4,3,Non,Non,2026-04-21
ADH-0418,Green Import,Tourisme & Hôtellerie,Tech & Services,Casablanca-Settat,TPE (1-10),4,52,37,67,21,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0419,Global Tech,Automobile,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),4.6,76,61,100,28,45,100,0,Actif engagé,6,5,Oui,Oui,2026-04-21
ADH-0420,Casa Transport,Finance & Assurance,Tech & Services,Casablanca-Settat,PME (11-50),40.1,50,50,100,20,18,40,50,Modéré,3,2,Oui,Non,2026-04-21
ADH-0421,Maghreb Consulting,Éducation & Formation,Industrie & Infrastructures,Fès-Meknès,PME (11-50),43.4,47,25,33,16,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0422,First Consulting,Agroalimentaire,Agrotech,Casablanca-Settat,TPE (1-10),0.5,16,9,0,4,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0423,Méditerranée Foods,Tourisme & Hôtellerie,Agrotech,Rabat-Salé-Kénitra,PME (11-50),9.2,91,64,100,31,55,100,0,Actif engagé,4,6,Oui,Oui,2026-04-21
ADH-0424,Africa Development,Logistique & Transport,Agrotech,Marrakech-Safi,ETI (51-250),222.5,69,65,100,29,36,100,50,Actif engagé,6,4,Oui,Oui,2026-04-21
ADH-0425,Casa Construction,Télécoms,Art de vivre & Santé,Casablanca-Settat,PME (11-50),35.5,23,12,33,0,9,0,0,Dormant,1,1,Non,Non,2026-04-21
ADH-0426,Méditerranée Agri,BTP & Immobilier,Industrie & Infrastructures,Casablanca-Settat,Grande Entreprise (250+),1954.9,38,37,67,11,18,40,50,À risque,2,2,Oui,Non,2026-04-21
ADH-0427,Maroc Logistics,Finance & Assurance,Industrie & Infrastructures,Rabat-Salé-Kénitra,PME (11-50),44.1,90,53,100,32,45,40,0,Modéré,4,5,Oui,Non,2026-04-21
ADH-0428,Green Energy,Éducation & Formation,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),0.8,55,53,67,22,36,100,50,Modéré,2,4,Oui,Oui,2026-04-21
ADH-0429,Maghreb Digital,IT & Digital,Agrotech,Rabat-Salé-Kénitra,TPE (1-10),2.3,17,9,0,5,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0430,Smart Import,Finance & Assurance,Agrotech,Casablanca-Settat,TPE (1-10),2.4,70,49,100,30,27,40,0,Modéré,6,3,Oui,Non,2026-04-21
ADH-0431,Euro Digital,Santé & Pharma,Agrotech,Casablanca-Settat,PME (11-50),25.5,87,63,100,36,45,100,0,Actif engagé,5,5,Oui,Oui,2026-04-21
ADH-0432,Franco Finance,Distribution & Retail,Tech & Services,Fès-Meknès,TPE (1-10),3.7,20,27,0,13,18,100,50,À risque,0,2,Oui,Oui,2026-04-21
ADH-0433,Royal Export,Industrie manufacturière,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),16.4,36,38,33,18,18,100,50,À risque,1,2,Oui,Oui,2026-04-21
ADH-0434,Africa Trading,Logistique & Transport,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),1518.5,21,59,100,9,9,100,100,Modéré,3,1,Oui,Oui,2026-04-21
ADH-0435,Prime Foods,Finance & Assurance,Industrie & Infrastructures,Rabat-Salé-Kénitra,ETI (51-250),83.7,21,11,0,5,18,40,0,Dormant,0,2,Oui,Non,2026-04-21
ADH-0436,First Group,Santé & Pharma,Art de vivre & Santé,Marrakech-Safi,ETI (51-250),170.7,82,36,67,0,36,60,0,À risque,2,4,Non,Oui,2026-04-21
ADH-0437,Green Development,Textile & Mode,Agrotech,Fès-Meknès,TPE (1-10),1.7,12,38,67,0,9,40,100,À risque,2,1,Oui,Non,2026-04-21
ADH-0438,Neo Finance,Éducation & Formation,Cleantech,Rabat-Salé-Kénitra,ETI (51-250),283.9,92,62,100,32,45,100,0,Actif engagé,3,5,Oui,Oui,2026-04-21
ADH-0439,Global Invest,Industrie manufacturière,Agrotech,Tanger-Tétouan,PME (11-50),44.5,24,27,33,11,18,40,50,À risque,1,2,Oui,Non,2026-04-21
ADH-0440,Maghreb Invest,BTP & Immobilier,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),4,93,66,100,40,55,100,0,Actif engagé,6,6,Oui,Oui,2026-04-21
ADH-0441,Casa Agri,Éducation & Formation,Industrie & Infrastructures,Casablanca-Settat,Grande Entreprise (250+),1770.2,65,49,100,21,36,40,0,Modéré,3,4,Oui,Non,2026-04-21
ADH-0442,Africa Construction,Distribution & Retail,Industrie & Infrastructures,Dakhla-Oued Eddahab,PME (11-50),7.4,65,50,100,25,36,40,0,Modéré,4,4,Oui,Non,2026-04-21
ADH-0443,Prime Engineering,Télécoms,Industrie & Infrastructures,Fès-Meknès,ETI (51-250),238.8,53,49,100,16,18,40,50,Modéré,4,2,Oui,Non,2026-04-21
ADH-0444,Prime International,Finance & Assurance,Tech & Services,Rabat-Salé-Kénitra,ETI (51-250),233.8,56,66,100,20,27,100,100,Actif engagé,6,3,Oui,Oui,2026-04-21
ADH-0445,Smart Transport,Santé & Pharma,Industrie & Infrastructures,Béni Mellal-Khénifra,Grande Entreprise (250+),1503.1,95,54,100,35,45,40,0,Modéré,4,5,Oui,Non,2026-04-21
ADH-0446,Rif Invest,Énergie & Environnement,Tech & Services,Casablanca-Settat,ETI (51-250),104.6,63,36,67,0,36,60,0,À risque,2,4,Non,Oui,2026-04-21
ADH-0447,Souss Group,Finance & Assurance,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),4.8,95,57,100,41,55,40,0,Modéré,5,6,Oui,Non,2026-04-21
ADH-0448,First Tech,BTP & Immobilier,Tech & Services,Souss-Massa,ETI (51-250),178.6,16,49,67,11,9,100,100,Modéré,2,1,Oui,Oui,2026-04-21
ADH-0449,Green Solutions,Agroalimentaire,Art de vivre & Santé,Rabat-Salé-Kénitra,PME (11-50),29.2,94,64,100,39,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0450,Maroc Import,Finance & Assurance,Agrotech,Béni Mellal-Khénifra,TPE (1-10),3.7,74,59,100,28,36,100,0,Modéré,4,4,Oui,Oui,2026-04-21
